,loss,box_loss,classification_loss,percent_boxes_matched_with_anchor,val_loss,val_box_loss,val_classification_loss,val_percent_boxes_matched_with_anchor,val_AP,val_AP50,val_AP75,val_APs,val_APm,val_APl,val_ARmax1,val_ARmax10,val_ARmax100,val_ARs,val_ARm,val_ARl
59,0.16990137100219727,0.10079384595155716,0.06910750269889832,0.9661276936531067,0.40086638927459717,0.1304609775543213,0.27040523290634155,0.9649213552474976,0.43865284,0.7770045,0.39119425,0.2506843,0.42900145,0.633149,0.4916497,0.49692747,0.49692747,0.28506526,0.50320154,0.65929824
60,0.17110641300678253,0.10165714472532272,0.0694490596652031,0.9660732746124268,0.3256874084472656,0.12687955796718597,0.19880783557891846,0.9648696184158325,0.46378672,0.8054417,0.4123382,0.25932348,0.4465996,0.6720085,0.51408184,0.5196367,0.5196367,0.29718658,0.5189462,0.71614033
61,0.17130333185195923,0.10211186110973358,0.06919156759977341,0.9660370349884033,0.2940286695957184,0.10195948928594589,0.1920691728591919,0.9648696184158325,0.5212905,0.80494124,0.5848176,0.29547784,0.57165223,0.74934644,0.56835634,0.57439214,0.57439214,0.3295596,0.6321925,0.7895833
62,0.16785988211631775,0.0995982214808464,0.06826182454824448,0.966196596622467,0.5165591835975647,0.16436925530433655,0.35218992829322815,0.9648696184158325,0.39629644,0.78043336,0.28158304,0.23522688,0.40326405,0.58425194,0.46161363,0.46724012,0.46724012,0.27044803,0.47922787,0.65789473
63,0.16995862126350403,0.10027125477790833,0.06968724727630615,0.9660914540290833,0.6504564881324768,0.1503368765115738,0.5001195073127747,0.9648696184158325,0.40448973,0.7714297,0.3160347,0.19422354,0.39019763,0.63464767,0.46462822,0.47141325,0.47141325,0.2310759,0.4695378,0.7182292
64,0.16567638516426086,0.09832974523305893,0.06734656542539597,0.9660478830337524,0.3751777112483978,0.11017105728387833,0.2650067210197449,0.9648696184158325,0.51501864,0.8088623,0.5931666,0.32660577,0.58377814,0.73265404,0.566761,0.57193226,0.57193226,0.3599937,0.6446816,0.7757895
65,0.16413070261478424,0.09806562215089798,0.0660652294754982,0.9659391045570374,0.8441469073295593,0.21110187470912933,0.633044958114624,0.9650248289108276,0.28432184,0.7009428,0.16859208,0.1251727,0.21363126,0.5285974,0.35250697,0.3568025,0.3568025,0.14586829,0.29579005,0.5985965
66,0.16316789388656616,0.09715862572193146,0.06600938737392426,0.9660660624504089,0.986201286315918,0.11215949803590775,0.8740424513816833,0.9649213552474976,0.47308433,0.75029045,0.5250141,0.22974975,0.50511676,0.6958239,0.517914,0.52208346,0.52208346,0.25432673,0.56405365,0.76197916
67,0.1684926450252533,0.09982029348611832,0.0686725303530693,0.966174840927124,0.9245296120643616,0.15551286935806274,0.7690168619155884,0.9648696184158325,0.3559573,0.7111536,0.25118348,0.15644328,0.34499222,0.58840877,0.41272044,0.41622227,0.41622227,0.17566144,0.42282292,0.63125
68,0.16563352942466736,0.0990729108452797,0.06656038761138916,0.9660152792930603,0.5741196870803833,0.09620282053947449,0.4779165983200073,0.9648696184158325,0.5044944,0.7626673,0.6146464,0.296874,0.5431283,0.7236491,0.5514419,0.55569935,0.55569935,0.32893887,0.5945614,0.7635088
69,0.16155005991458893,0.09731998294591904,0.06422998756170273,0.9659281969070435,0.44115978479385376,0.14726172387599945,0.29389795660972595,0.9649213552474976,0.41030765,0.7702928,0.3518572,0.20758863,0.36415008,0.57181686,0.46801698,0.47414058,0.47414058,0.23964617,0.44716743,0.6458333
70,0.1603933721780777,0.09643380343914032,0.06395938992500305,0.9660478830337524,0.6114539504051208,0.1801782250404358,0.4312753677368164,0.9648696184158325,0.3278309,0.7357508,0.21693523,0.17109397,0.25608066,0.5192558,0.388642,0.3935492,0.3935492,0.19894241,0.33884153,0.59479165
71,0.16431871056556702,0.09868355095386505,0.06563492864370346,0.9659826159477234,1.3410404920578003,0.12781237065792084,1.2132278680801392,0.9649213552474976,0.46238604,0.7910435,0.46819246,0.2356783,0.48786628,0.6197218,0.510578,0.51725274,0.51725274,0.26676694,0.5560396,0.67083335
72,0.15365172922611237,0.09263122081756592,0.061020512133836746,0.966087818145752,0.4742307960987091,0.14376968145370483,0.3304610252380371,0.9650248289108276,0.4284278,0.7929426,0.35920757,0.1968321,0.4248949,0.69358087,0.4821476,0.489065,0.489065,0.21796201,0.5114382,0.7468421
73,0.16082212328910828,0.09541173279285431,0.06541038304567337,0.9661240577697754,0.5282045602798462,0.12485302984714508,0.40335139632225037,0.9648696184158325,0.4678378,0.8047034,0.5010423,0.2213109,0.5167177,0.7126763,0.51599115,0.5257083,0.5257083,0.25247934,0.5870676,0.7598246
74,0.1594502329826355,0.09676425158977509,0.06268604844808578,0.9660769104957581,0.8140671253204346,0.1392851620912552,0.6747822761535645,0.9648696184158325,0.4239198,0.7691455,0.38426706,0.21697062,0.4272723,0.6352315,0.4827176,0.487244,0.487244,0.24415205,0.5001869,0.6780702
75,0.16087868809700012,0.09464643895626068,0.06623218953609467,0.9660224914550781,0.527338445186615,0.1184239387512207,0.4089145362377167,0.9649213552474976,0.49849617,0.79983604,0.507625,0.278373,0.5351935,0.6972357,0.5428665,0.54935163,0.54935163,0.29974312,0.59872514,0.7489474
76,0.1561548411846161,0.09493371099233627,0.06122113764286041,0.9659753441810608,0.5363410115242004,0.1590554267168045,0.37728574872016907,0.9648696184158325,0.39756602,0.8158397,0.2745477,0.22991428,0.36966458,0.5853771,0.45632973,0.46442392,0.46442392,0.2623096,0.4554905,0.65230495
77,0.15461096167564392,0.093095563352108,0.061515502631664276,0.966109573841095,0.309814989566803,0.10183753073215485,0.20797741413116455,0.9648696184158325,0.5326039,0.83569777,0.60003376,0.35425255,0.56985307,0.73208964,0.58046204,0.5866342,0.5866342,0.38596314,0.63592017,0.7952632
78,0.15932942926883698,0.09565917402505875,0.06367045640945435,0.9661276936531067,0.34158554673194885,0.10823792964220047,0.2333475649356842,0.9648696184158325,0.5223519,0.8406311,0.56622845,0.34240505,0.54007536,0.7041153,0.5733039,0.5801798,0.5801798,0.37515053,0.6075783,0.76932627
79,0.15766176581382751,0.09448331594467163,0.06317844986915588,0.9660443067550659,0.3985117971897125,0.13887353241443634,0.2596381604671478,0.9648696184158325,0.4320515,0.804277,0.3408257,0.22229731,0.4258897,0.6644008,0.48937726,0.49501625,0.49501625,0.25144446,0.5110348,0.71875
